item,code,code_desc,price,prob,shop_name,image_path,payment_mode
MacBook Pro 14-inch (M3 Pro 2023),12.1.3.1.2,"Toiletries (disposable) eg toothpaste, cotton buds, tissue",799.0,12.06,"Apple Store, Grafton Street",temp_681a7c9431abdcd30647ab3c_Receipt.png,Visa
